run_details,runtime
algorithm_heuristicEdgeId2_num_nodes_000020_sim_003,"(0.0013136863708496094, 1.1244563844385669)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_003,"(0.004196882247924805, 1.1244563844385669)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_003,"(0.00491786003112793, 1.1244563844385669)"
algorithm_Alg2_num_nodes_000020_sim_003,"(0.003993988037109375, 1.1244563844385669)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_003,"(0.20520806312561035, 1.1244563844385669)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_004,"(0.0002543926239013672, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_004,"(0.0002453327178955078, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_004,"(0.0018763542175292969, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_004,"(0.0018451213836669922, 0)"
algorithm_Alg2_num_nodes_000020_sim_004,"(0.0017375946044921875, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_004,"(0.00039577484130859375, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_005,"(0.001291513442993164, 1.3375546529971731)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_005,"(0.0012121200561523438, 1.3851419403920637)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_005,"(0.006181478500366211, 1.3375546529971731)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_005,"(0.005431413650512695, 1.3375546529971731)"
algorithm_Alg2_num_nodes_000020_sim_005,"(0.006049156188964844, 1.3375546529971731)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_005,"(0.9013056755065918, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_006,"(0.001439809799194336, 5.042375098104184)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_006,"(0.0015325546264648438, 5.645861721947252)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_006,"(0.008888959884643555, 5.042375098104184)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_006,"(0.008609533309936523, 5.645861721947253)"
algorithm_Alg2_num_nodes_000020_sim_006,"(inf, inf)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_006,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_007,"(0.0002472400665283203, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_007,"(0.000244140625, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_007,"(0.0019452571868896484, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_007,"(0.002084016799926758, 0)"
algorithm_Alg2_num_nodes_000020_sim_007,"(0.001787424087524414, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_007,"(0.00037789344787597656, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_008,"(0.0013303756713867188, 1.5088294478760478)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_008,"(0.0013308525085449219, 1.740229697844652)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_008,"(0.004967212677001953, 1.5088294478760478)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_008,"(0.005500316619873047, 1.740229697844652)"
algorithm_Alg2_num_nodes_000020_sim_008,"(0.00525355339050293, 1.5088294478760478)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_008,"(0.23896527290344238, 1.5088294478760478)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_009,"(0.0012240409851074219, 1.0413657901732494)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_009,"(0.001329183578491211, 1.0413657901732494)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_009,"(0.004651784896850586, 1.0413657901732494)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_009,"(0.00522613525390625, 1.0413657901732494)"
algorithm_Alg2_num_nodes_000020_sim_009,"(0.01791238784790039, 1.0413657901732494)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_009,"(0.46065235137939453, 1.0413657901732494)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_010,"(0.00024819374084472656, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_010,"(0.0002529621124267578, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_010,"(0.001645803451538086, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_010,"(0.0015492439270019531, 0)"
algorithm_Alg2_num_nodes_000020_sim_010,"(0.0015518665313720703, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_010,"(0.0005121231079101562, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_011,"(0.0011682510375976562, 0.30545200342696266)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_011,"(0.0013027191162109375, 0.30545200342696266)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_011,"(0.004090309143066406, 0.30545200342696266)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_011,"(0.00513911247253418, 0.30545200342696266)"
algorithm_Alg2_num_nodes_000020_sim_011,"(0.0035779476165771484, 0.30545200342696266)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_011,"(0.20711064338684082, 0.30545200342696266)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_012,"(0.0015227794647216797, 3.2567495763239775)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_012,"(0.0015163421630859375, 4.514190200713095)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_012,"(0.007941722869873047, 3.2567495763239775)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_012,"(0.008898496627807617, 3.2567495763239775)"
algorithm_Alg2_num_nodes_000020_sim_012,"(3.5968306064605713, 3.2567495763239775)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_012,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_013,"(0.001447916030883789, 4.340290117970924)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_013,"(0.0016393661499023438, 4.473333567343024)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_013,"(0.007741212844848633, 4.340290117970924)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_013,"(0.008442401885986328, 4.473333567343024)"
algorithm_Alg2_num_nodes_000020_sim_013,"(3.6790931224823, 4.340290117970924)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_013,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_014,"(0.001439809799194336, 4.669323603225278)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_014,"(0.001577615737915039, 4.339084380756146)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_014,"(0.008165121078491211, 4.1608090238331625)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_014,"(0.010334968566894531, 4.339084380756146)"
algorithm_Alg2_num_nodes_000020_sim_014,"(inf, inf)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_014,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_015,"(0.0011904239654541016, 0.9310154585807926)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_015,"(0.00128936767578125, 0.9310154585807926)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_015,"(0.004752159118652344, 0.9310154585807926)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_015,"(0.005383014678955078, 0.9310154585807926)"
algorithm_Alg2_num_nodes_000020_sim_015,"(0.012262105941772461, 0.9310154585807926)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_015,"(3.9646356105804443, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_016,"(0.0010390281677246094, 0.8058520215050792)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_016,"(0.0010161399841308594, 1.8577577058365282)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_016,"(0.003702878952026367, 0.8058520215050792)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_016,"(0.003968000411987305, 0.8058520215050792)"
algorithm_Alg2_num_nodes_000020_sim_016,"(0.003030538558959961, 0.8058520215050792)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_016,"(0.0017101764678955078, 0.8058520215050792)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_017,"(0.001035928726196289, 2.336379761162817)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_017,"(0.0010647773742675781, 2.964641754470505)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_017,"(0.0037832260131835938, 2.336379761162817)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_017,"(0.004075050354003906, 2.336379761162817)"
algorithm_Alg2_num_nodes_000020_sim_017,"(0.0033812522888183594, 2.336379761162817)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_017,"(0.0019652843475341797, 2.336379761162817)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_018,"(0.0014295578002929688, 4.509897770382506)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_018,"(0.0015549659729003906, 4.297799520092162)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_018,"(0.007748842239379883, 4.509897770382506)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_018,"(0.009021997451782227, 4.297799520092162)"
algorithm_Alg2_num_nodes_000020_sim_018,"(inf, inf)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_018,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_019,"(0.0014760494232177734, 5.113658008507369)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_019,"(0.0016818046569824219, 6.79191810610574)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_019,"(0.00830984115600586, 5.113658008507369)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_019,"(0.008617401123046875, 6.79191810610574)"
algorithm_Alg2_num_nodes_000020_sim_019,"(18.6932532787323, 5.113658008507369)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_019,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_020,"(0.0012013912200927734, 1.6471738851762003)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_020,"(0.0012698173522949219, 3.530503359335716)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_020,"(0.004903078079223633, 1.6471738851762003)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_020,"(0.006058216094970703, 1.6471738851762003)"
algorithm_Alg2_num_nodes_000020_sim_020,"(0.0052220821380615234, 1.6471738851762003)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_020,"(3.9877095222473145, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_021,"(0.0002486705780029297, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_021,"(0.00025010108947753906, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_021,"(0.0017964839935302734, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_021,"(0.0017971992492675781, 0)"
algorithm_Alg2_num_nodes_000020_sim_021,"(0.001722097396850586, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_021,"(0.0003838539123535156, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_022,"(0.0013229846954345703, 1.9501085467573256)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_022,"(0.001405477523803711, 2.963447534266348)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_022,"(0.004899263381958008, 1.9501085467573256)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_022,"(0.0055806636810302734, 2.963447534266348)"
algorithm_Alg2_num_nodes_000020_sim_022,"(0.005761623382568359, 1.9501085467573256)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_022,"(3.4372260570526123, 1.9501085467573256)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_023,"(0.0002510547637939453, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_023,"(0.00024509429931640625, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_023,"(0.0017862319946289062, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_023,"(0.0017671585083007812, 0)"
algorithm_Alg2_num_nodes_000020_sim_023,"(0.0018811225891113281, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_023,"(0.0004038810729980469, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_024,"(0.0011985301971435547, 2.1118313940256157)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_024,"(0.0012755393981933594, 4.9190612752886365)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_024,"(0.005068540573120117, 2.1118313940256157)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_024,"(0.006400346755981445, 2.1118313940256157)"
algorithm_Alg2_num_nodes_000020_sim_024,"(0.009312152862548828, 2.1118313940256157)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_024,"(4.070459365844727, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_025,"(0.0012054443359375, 3.1254946733408175)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_025,"(0.0013821125030517578, 3.253904595653464)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_025,"(0.004855632781982422, 3.1254946733408175)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_025,"(0.00583338737487793, 3.253904595653464)"
algorithm_Alg2_num_nodes_000020_sim_025,"(0.005618095397949219, 3.1254946733408175)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_025,"(0.24907374382019043, 3.1254946733408175)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_026,"(0.0002586841583251953, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_026,"(0.0002524852752685547, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_026,"(0.0016751289367675781, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_026,"(0.001978635787963867, 0)"
algorithm_Alg2_num_nodes_000020_sim_026,"(0.001657724380493164, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_026,"(0.0004420280456542969, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_027,"(0.0012905597686767578, 0.4206087415892464)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_027,"(0.0017652511596679688, 0.4206087415892464)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_027,"(0.004916667938232422, 0.4206087415892464)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_027,"(0.007996320724487305, 0.4206087415892464)"
algorithm_Alg2_num_nodes_000020_sim_027,"(0.0045816898345947266, 0.4206087415892464)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_027,"(3.6377921104431152, 0.4206087415892464)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_028,"(0.0010755062103271484, 0.6784887441290254)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_028,"(0.0010139942169189453, 0.6784887441290254)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_028,"(0.003580808639526367, 0.6784887441290254)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_028,"(0.003600597381591797, 0.6784887441290254)"
algorithm_Alg2_num_nodes_000020_sim_028,"(0.003097057342529297, 0.6784887441290254)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_028,"(0.0016856193542480469, 0.6784887441290254)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_029,"(0.0002510547637939453, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_029,"(0.000244140625, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_029,"(0.001603841781616211, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_029,"(0.0017132759094238281, 0)"
algorithm_Alg2_num_nodes_000020_sim_029,"(0.001544952392578125, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_029,"(0.0003814697265625, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_030,"(0.0002434253692626953, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_030,"(0.0002396106719970703, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_030,"(0.0018970966339111328, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_030,"(0.0018682479858398438, 0)"
algorithm_Alg2_num_nodes_000020_sim_030,"(0.001789093017578125, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_030,"(0.0004260540008544922, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_031,"(0.00026416778564453125, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_031,"(0.00026702880859375, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_031,"(0.002062559127807617, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_031,"(0.0020596981048583984, 0)"
algorithm_Alg2_num_nodes_000020_sim_031,"(0.002116680145263672, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_031,"(0.00039649009704589844, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_032,"(0.0013065338134765625, 1.3184776218916423)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_032,"(0.0012845993041992188, 1.3184776218916423)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_032,"(0.004155158996582031, 1.3184776218916423)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_032,"(0.005106210708618164, 1.3184776218916423)"
algorithm_Alg2_num_nodes_000020_sim_032,"(0.003785371780395508, 1.3184776218916423)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_032,"(0.2120041847229004, 1.3184776218916423)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_033,"(0.0015094280242919922, 3.9998637960325247)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_033,"(0.0014739036560058594, 3.672642857942601)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_033,"(0.008077383041381836, 3.999863796032525)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_033,"(0.00845026969909668, 3.672642857942602)"
algorithm_Alg2_num_nodes_000020_sim_033,"(3.7521750926971436, 3.672642857942601)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_033,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_034,"(0.0002613067626953125, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_034,"(0.0002560615539550781, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_034,"(0.001795053482055664, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_034,"(0.001844644546508789, 0)"
algorithm_Alg2_num_nodes_000020_sim_034,"(0.0017659664154052734, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_034,"(0.00040268898010253906, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_035,"(0.0002498626708984375, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_035,"(0.0002472400665283203, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_035,"(0.0017879009246826172, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_035,"(0.0017704963684082031, 0)"
algorithm_Alg2_num_nodes_000020_sim_035,"(0.0016803741455078125, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_035,"(0.00039768218994140625, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_036,"(0.0012073516845703125, 1.8522822865740198)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_036,"(0.0012395381927490234, 2.3164412837284942)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_036,"(0.005341053009033203, 1.8522822865740198)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_036,"(0.005265951156616211, 2.3164412837284942)"
algorithm_Alg2_num_nodes_000020_sim_036,"(0.012169599533081055, 1.8522822865740198)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_036,"(0.8990287780761719, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_037,"(0.00024390220642089844, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_037,"(0.00024628639221191406, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_037,"(0.0017986297607421875, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_037,"(0.0016891956329345703, 0)"
algorithm_Alg2_num_nodes_000020_sim_037,"(0.0018284320831298828, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_037,"(0.0005562305450439453, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_038,"(0.0011029243469238281, 2.0971846761960395)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_038,"(0.0011692047119140625, 2.0971846761960395)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_038,"(0.0037527084350585938, 2.0971846761960395)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_038,"(0.003821134567260742, 2.0971846761960395)"
algorithm_Alg2_num_nodes_000020_sim_038,"(0.003098726272583008, 2.0971846761960395)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_038,"(0.0020220279693603516, 2.0971846761960395)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_039,"(0.00024008750915527344, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_039,"(0.00023794174194335938, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_039,"(0.0018239021301269531, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_039,"(0.0018625259399414062, 0)"
algorithm_Alg2_num_nodes_000020_sim_039,"(0.0018050670623779297, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_039,"(0.00038886070251464844, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_040,"(0.0012822151184082031, 0.1861233480930844)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_040,"(0.0014622211456298828, 0.1861233480930844)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_040,"(0.004744052886962891, 0.1861233480930844)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_040,"(0.0059053897857666016, 0.1861233480930844)"
algorithm_Alg2_num_nodes_000020_sim_040,"(0.0035881996154785156, 0.1861233480930844)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_040,"(3.4539456367492676, 0.1861233480930844)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_041,"(0.0012142658233642578, 0.5652888321489322)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_041,"(0.0014736652374267578, 0.5652888321489322)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_041,"(0.0047342777252197266, 0.5652888321489322)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_041,"(0.0059814453125, 0.5652888321489322)"
algorithm_Alg2_num_nodes_000020_sim_041,"(0.004195451736450195, 0.5652888321489322)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_041,"(3.4193081855773926, 0.5652888321489322)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_042,"(0.0002524852752685547, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_042,"(0.00032806396484375, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_042,"(0.0018036365509033203, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_042,"(0.001789093017578125, 0)"
algorithm_Alg2_num_nodes_000020_sim_042,"(0.0017995834350585938, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_042,"(0.00038361549377441406, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_043,"(0.00024390220642089844, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_043,"(0.0002453327178955078, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_043,"(0.0016927719116210938, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_043,"(0.0015566349029541016, 0)"
algorithm_Alg2_num_nodes_000020_sim_043,"(0.0015549659729003906, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_043,"(0.00038123130798339844, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_044,"(0.0013344287872314453, 1.9615213567808836)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_044,"(0.0013415813446044922, 1.9615213567808836)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_044,"(0.0045642852783203125, 1.9615213567808836)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_044,"(0.005576133728027344, 1.9615213567808836)"
algorithm_Alg2_num_nodes_000020_sim_044,"(0.0052907466888427734, 1.9615213567808836)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_044,"(0.4624490737915039, 1.9615213567808836)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_045,"(0.0014717578887939453, 5.232304876340687)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_045,"(0.0016028881072998047, 5.232304876340687)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_045,"(0.007816791534423828, 5.232304876340687)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_045,"(0.009027242660522461, 5.232304876340687)"
algorithm_Alg2_num_nodes_000020_sim_045,"(inf, inf)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_045,"(inf, inf)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_046,"(0.00029087066650390625, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_046,"(0.0002751350402832031, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_046,"(0.0021691322326660156, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_046,"(0.002097606658935547, 0)"
algorithm_Alg2_num_nodes_000020_sim_046,"(0.0020961761474609375, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_046,"(0.00044035911560058594, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_047,"(0.00026488304138183594, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_047,"(0.00030803680419921875, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_047,"(0.001859903335571289, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_047,"(0.0017902851104736328, 0)"
algorithm_Alg2_num_nodes_000020_sim_047,"(0.001804351806640625, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_047,"(0.0004172325134277344, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_048,"(0.0002570152282714844, 0)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_048,"(0.00025916099548339844, 0)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_048,"(0.001979827880859375, 0)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_048,"(0.0017871856689453125, 0)"
algorithm_Alg2_num_nodes_000020_sim_048,"(0.001984119415283203, 0)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_048,"(0.00040435791015625, 0)"
algorithm_heuristicEdgeId1_num_nodes_000020_sim_049,"(0.0014176368713378906, 0.5147633180860725)"
algorithm_heuristicEdgeId2_num_nodes_000020_sim_049,"(0.0015685558319091797, 0.84834780837312)"
algorithm_heuristicMinCut1_num_nodes_000020_sim_049,"(0.005478382110595703, 0.5147633180860725)"
algorithm_heuristicMinCut2_num_nodes_000020_sim_049,"(0.006484270095825195, 0.84834780837312)"
algorithm_Alg2_num_nodes_000020_sim_049,"(0.004475831985473633, 0.5147633180860725)"
algorithm_edgeIDbrutev3_num_nodes_000020_sim_049,"(3.396007776260376, 0.5147633180860725)"
algorithm_heuristicEdgeId1_num_nodes_000030_sim_000,"(0.0003294944763183594, 0)"
algorithm_heuristicEdgeId2_num_nodes_000030_sim_000,"(0.0003135204315185547, 0)"
algorithm_heuristicMinCut1_num_nodes_000030_sim_000,"(0.002791166305541992, 0)"
algorithm_heuristicMinCut2_num_nodes_000030_sim_000,"(0.002888202667236328, 0)"
algorithm_Alg2_num_nodes_000030_sim_000,"(0.0026938915252685547, 0)"
algorithm_edgeIDbrutev3_num_nodes_000030_sim_000,"(0.00045013427734375, 0)"
algorithm_heuristicEdgeId1_num_nodes_000030_sim_001,"(0.0016603469848632812, 3.8236269844432993)"
